sleep_hours,workout_intensity,supplement_intake,screen_time,stress_level
6.639450225064397,2.295281347612114,2.4022300261060545,6.761792699386079,2.9326469629640055
6.525858210673621,3.9574343990891405,3.259955601623541,3.400039734398761,4.1044294802536365
6.815966286768142,5.3941983062552605,3.5359086173594374,7.876127989516143,3.2925507711154847
6.112231418968835,4.359338480448008,3.0798758208320023,8.351411790978034,2.518305514139823
6.687391688644985,3.7916040507161624,3.053583235588248,1.1224120283654089,1.6963284503803338
6.969831965154049,3.6961732037690784,2.210102911149559,2.7445512328442048,0.8347993718036639
6.761456188184471,3.427958852479661,3.061997591882448,6.319601007918213,3.5470512535811864
6.740083295846388,3.1804213220414903,2.771943289967413,5.209393519141044,2.733749762900589
5.933401170416175,8.752379440826564,5.01682918696965,5.957997106239278,0.0
6.878920839489603,5.380042503029657,4.036310724249649,3.86739018106605,1.9783955067442651
5.982112586941394,6.134452809764815,3.1726549118866267,8.198494937157072,1.9749091073736083
6.446788251970102,3.717115390654329,2.197312608318146,7.944479838572371,5.245593664380277
6.008486808098086,4.307872824679769,3.332670668001315,6.1650767439030405,1.1723329947733918
6.450764510246465,3.2697741336870036,2.8050629114233954,8.818103017420082,1.7745768100874653
6.144188515042011,0.0,1.5680707772767728,7.168773355630114,5.369418311416746
6.242936364985465,2.301288496032792,2.2356645683441383,3.8517688427919046,4.96129127584784
6.69608689095234,1.4144012171202112,2.331501956544057,6.921876960206247,2.731156688526007
6.796352102752663,0.7998847350659977,2.193009431222847,3.602793497927503,2.686653214463462
6.129418059251032,2.401489364525109,2.6541886633906544,8.19612575326818,4.430549935698152
7.037897779354624,7.14495073969568,4.253648912516439,5.875185222534368,0.0
6.402744125159643,4.633397106091283,2.5102830873907522,5.537844091136849,0.7748975954979389
6.667423594770615,7.124873324705667,4.657643813097118,4.2976761389901466,2.057600912958684
6.369611438952704,5.2739121149825925,4.098256312480074,9.056353346685075,5.042669906654715
6.334022819468745,6.111324353492762,4.202353106190697,5.613676294827995,2.242673909290268
6.770563267122597,3.158982712934413,2.4117361142267626,4.929180444592232,3.254200880540721
6.403718388589992,5.677500250216835,4.040517857553837,5.119666123779426,4.147240774792641
6.269464750113658,5.92209344815102,4.2130492624449865,7.330772963883372,5.481380508848848
6.923836111058353,3.6587379770396775,3.587021689935505,6.913610160910196,2.4713387814631105
6.07324835930145,5.612905926589746,3.3947184009447153,7.031831528989971,3.01370729722757
5.589362683573102,5.574221608416024,3.639106809548754,7.077052507519706,5.351929905804829
6.655498428080071,3.4586491746650507,3.1823684903234026,11.354119002176153,1.7952589314846517
7.4935477866893745,2.829173477629223,2.6546334196269523,4.9839624590384615,4.249176108742059
6.480604302907042,2.6306597740077557,2.1053328687825923,4.719393177321157,2.0619029803040263
6.0048612314325105,4.907917689632867,3.629013589863828,3.9655681793803055,3.0555718028821692
6.288134723816321,5.190433808380462,3.8076381768782515,7.539948556438739,2.8057412611722072
6.194027509011587,3.1017347194868012,2.7758790463271215,8.822430731802228,2.449361410942182
6.476316147173185,4.759728661311155,3.49172543539644,5.7151313558628125,1.8016579994497905
6.298345480719859,5.8118207727415765,3.7212459484223386,3.8996088075936797,3.022951832438551
